Country name,ISO code,ISO numeric code,Subnational region name,CCAPS subnational region ID,Year,Data Source,Website,Net primary attendance rate (%),Primary NAR standard error,Primary NAR sample size,Gross primary attendance rate (%),Primary GAR standard error,Primary GAR sample size,Net secondary attendance rate (%),Secondary NAR standard error,Secondar NAR sample size,Gross secondary attendance rate (%),Secondary GAR standard error,Secondary GAR sample size,Access to improved water (% of population),Improved Water (% of pop) standard error,Improved Water (% of pop) sample size,Access to improved sanitation (% of population),Improved Sanitation (% of pop) standard error,Improved Sanitation (% of pop) sample size,Electricity in household (% of population),Electricity (% of pop) standard error,Electricity (% of pop) sample size,Radio in household (% of population),Radio (% of pop) standard error,Radio (% of pop) sample size,Television in household (% of population),Television (% of pop) standard error,Television (% of pop) sample size,Radio and/or Television in household (% of population),Radio and/or TV (% of pop) standard error,Radio and/or TV (% of pop) sample size,Access to improved water (% of households),Improved Water (% of hh) standard error,Improved Water (% of hh) sample size,Access to improved sanitation (% of households),Improved Sanitation (% of hh) standard error,Improved Sanitation (% of hh) sample size,Electricity in household (% of households),Electricity (% of hh) standard error,Electricity (% of hh) sample size,Radio in household (% of households),Radio (% of hh) standard error,Radio (% of hh) sample size,Television in household (% of households),Television (% of hh) standard error,Television (% of hh) sample size,Radio and/or television in household (% of households),Radio and/or TV (% of hh) standard error,Radio and/or TV (% of hh) sample size
Burundi,BDI,108.0,Makamba,108012.0,2011.0,DHS,www.measuredhs.com,66.30883026123047,1.3722772598266602,2036.0,117.47232818603516,2.7354633808135986,2037.0,12.385632514953613,1.1007269620895386,1268.0,45.576622009277344,3.0216376781463623,1275.0,67.94131469726562,3.7489266395568848,9731.0,55.417877197265625,4.216815948486328,9731.0,3.0042431354522705,0.7748460173606873,9731.0,56.422264099121094,1.2420991659164429,9731.0,4.437776565551758,2.226572275161743,9731.0,56.785858154296875,1.2423791885375977,9731.0,67.95639038085938,3.516714334487915,1921.0,54.182552337646484,4.0306878089904785,1921.0,2.655414342880249,0.6866005659103394,1921.0,51.19027328491211,1.1531338691711426,1921.0,3.3212926387786865,1.444279432296753,1921.0,51.43999481201172,1.1580047607421875,1921.0
Burundi,BDI,108.0,Muramvya,108013.0,2011.0,DHS,www.measuredhs.com,61.176639556884766,1.4550647735595703,2213.0,113.12741088867188,3.140667200088501,2216.0,5.808361053466797,0.8369155526161194,1438.0,22.297937393188477,2.0373644828796387,1443.0,78.77239227294922,2.694941520690918,11487.0,44.91886901855469,3.1650772094726562,11487.0,2.4687561988830566,0.7346721887588501,11487.0,56.779014587402344,1.442347764968872,11487.0,1.7206048965454102,0.5250605940818787,11487.0,56.7969856262207,1.4426645040512085,11487.0,77.69923400878906,2.8941404819488525,2405.0,43.863773345947266,3.0313804149627686,2405.0,2.0152599811553955,0.6152411103248596,2405.0,51.33647918701172,1.450344204902649,2405.0,1.289976716041565,0.36979955434799194,2405.0,51.36428451538086,1.4504141807556152,2405.0
Burundi,BDI,108.0,Muyinga,108014.0,2011.0,DHS,www.measuredhs.com,59.55580520629883,1.6099976301193237,1697.0,106.6306381225586,3.426259994506836,1697.0,6.4917097091674805,0.9799859523773193,1050.0,21.49612808227539,2.0609099864959717,1052.0,81.93995666503906,3.0045573711395264,8721.0,19.436458587646484,2.187223434448242,8721.0,4.827980995178223,1.4439047574996948,8721.0,52.44914245605469,1.77008056640625,8721.0,1.712527871131897,0.3926776647567749,8721.0,52.491729736328125,1.7708183526992798,8721.0,81.27726745605469,3.084214210510254,1915.0,17.11480140686035,1.9319137334823608,1915.0,3.9964442253112793,1.2415783405303955,1915.0,46.321834564208984,1.7228503227233887,1915.0,1.135035514831543,0.238636314868927,1915.0,46.35194396972656,1.7234021425247192,1915.0
Burundi,BDI,108.0,Mwaro,108015.0,2011.0,DHS,www.measuredhs.com,66.30883026123047,1.3722772598266602,2036.0,117.47232818603516,2.7354633808135986,2037.0,12.385632514953613,1.1007269620895386,1268.0,45.576622009277344,3.0216376781463623,1275.0,67.94131469726562,3.7489266395568848,9731.0,55.417877197265625,4.216815948486328,9731.0,3.0042431354522705,0.7748460173606873,9731.0,56.422264099121094,1.2420991659164429,9731.0,4.437776565551758,2.226572275161743,9731.0,56.785858154296875,1.2423791885375977,9731.0,67.95639038085938,3.516714334487915,1921.0,54.182552337646484,4.0306878089904785,1921.0,2.655414342880249,0.6866005659103394,1921.0,51.19027328491211,1.1531338691711426,1921.0,3.3212926387786865,1.444279432296753,1921.0,51.43999481201172,1.1580047607421875,1921.0
Burundi,BDI,108.0,Ngozi,108016.0,2011.0,DHS,www.measuredhs.com,59.55580520629883,1.6099976301193237,1697.0,106.6306381225586,3.426259994506836,1697.0,6.4917097091674805,0.9799859523773193,1050.0,21.49612808227539,2.0609099864959717,1052.0,81.93995666503906,3.0045573711395264,8721.0,19.436458587646484,2.187223434448242,8721.0,4.827980995178223,1.4439047574996948,8721.0,52.44914245605469,1.77008056640625,8721.0,1.712527871131897,0.3926776647567749,8721.0,52.491729736328125,1.7708183526992798,8721.0,81.27726745605469,3.084214210510254,1915.0,17.11480140686035,1.9319137334823608,1915.0,3.9964442253112793,1.2415783405303955,1915.0,46.321834564208984,1.7228503227233887,1915.0,1.135035514831543,0.238636314868927,1915.0,46.35194396972656,1.7234021425247192,1915.0
Burundi,BDI,108.0,Rutana,108017.0,2011.0,DHS,www.measuredhs.com,66.30883026123047,1.3722772598266602,2036.0,117.47232818603516,2.7354633808135986,2037.0,12.385632514953613,1.1007269620895386,1268.0,45.576622009277344,3.0216376781463623,1275.0,67.94131469726562,3.7489266395568848,9731.0,55.417877197265625,4.216815948486328,9731.0,3.0042431354522705,0.7748460173606873,9731.0,56.422264099121094,1.2420991659164429,9731.0,4.437776565551758,2.226572275161743,9731.0,56.785858154296875,1.2423791885375977,9731.0,67.95639038085938,3.516714334487915,1921.0,54.182552337646484,4.0306878089904785,1921.0,2.655414342880249,0.6866005659103394,1921.0,51.19027328491211,1.1531338691711426,1921.0,3.3212926387786865,1.444279432296753,1921.0,51.43999481201172,1.1580047607421875,1921.0
Burundi,BDI,108.0,Ruyigi,108018.0,2011.0,DHS,www.measuredhs.com,61.176639556884766,1.4550647735595703,2213.0,113.12741088867188,3.140667200088501,2216.0,5.808361053466797,0.8369155526161194,1438.0,22.297937393188477,2.0373644828796387,1443.0,78.77239227294922,2.694941520690918,11487.0,44.91886901855469,3.1650772094726562,11487.0,2.4687561988830566,0.7346721887588501,11487.0,56.779014587402344,1.442347764968872,11487.0,1.7206048965454102,0.5250605940818787,11487.0,56.7969856262207,1.4426645040512085,11487.0,77.69923400878906,2.8941404819488525,2405.0,43.863773345947266,3.0313804149627686,2405.0,2.0152599811553955,0.6152411103248596,2405.0,51.33647918701172,1.450344204902649,2405.0,1.289976716041565,0.36979955434799194,2405.0,51.36428451538086,1.4504141807556152,2405.0
Benin,BEN,204.0,Alibori,204001.0,2006.0,DHS,www.measuredhs.com,28.791051864624023,3.4144482612609863,1327.0,39.558448791503906,4.804760932922363,1330.0,10.304340362548828,2.1166512966156006,883.0,13.15361213684082,2.6232972145080566,885.0,56.939361572265625,4.817008972167969,6467.0,9.724898338317871,2.856215000152588,6467.0,28.91604283272822,2.885390362517705,5296.064587973274,77.11183166503906,3.2035927772521973,6467.0,9.091654777526855,1.9573090076446533,6467.0,77.2796859741211,3.2080373764038086,6467.0,58.993499755859375,4.617138862609863,985.0,10.174283027648926,2.8902230262756348,985.0,28.546699909895725,2.7641062824126075,1027.467706013363,73.78361511230469,3.2121338844299316,985.0,7.728451728820801,1.77986741065979,985.0,74.12374114990234,3.2143046855926514,985.0
Benin,BEN,204.0,Atakora,204002.0,2006.0,DHS,www.measuredhs.com,48.73194885253906,2.3048195838928223,1864.0,72.49209594726562,4.026027202606201,1875.0,18.162996292114258,2.1875059604644775,1237.0,26.075298309326172,3.2864930629730225,1242.0,46.88578796386719,3.8397350311279297,8499.0,9.209919929504395,2.061472177505493,8490.0,28.91604283272822,2.885390362517705,5296.064587973274,70.32383728027344,1.9997007846832275,8473.0,7.83164119720459,2.3896048069000244,8474.0,70.5954818725586,2.0186641216278076,8499.0,47.72129821777344,3.668064594268799,1360.0,9.978614807128906,2.316831350326538,1359.0,28.546699909895725,2.7641062824126075,1027.467706013363,64.64344024658203,2.020937442779541,1358.0,7.499833583831787,2.3714640140533447,1357.0,65.0539779663086,2.0925235748291016,1360.0
Benin,BEN,204.0,Atlantique,204003.0,2006.0,DHS,www.measuredhs.com,67.1557846069336,1.9700701236724854,1772.0,100.44001007080078,3.2353131771087646,1783.0,29.867517471313477,2.252103805541992,1433.0,43.196044921875,3.195383071899414,1436.0,71.01996612548828,3.512382984161377,9727.0,40.26580047607422,2.936595916748047,9715.0,28.91604283272822,2.885390362517705,5296.064587973274,74.91802215576172,1.4335769414901733,9720.0,26.581058502197266,1.9349806308746338,9720.0,76.11109924316406,1.3986036777496338,9727.0,70.19010925292969,3.52018666267395,2252.0,42.15342712402344,2.8646018505096436,2249.0,28.546699909895725,2.7641062824126075,1027.467706013363,71.53467559814453,1.4940651655197144,2250.0,23.300579071044922,1.8380659818649292,2250.0,72.444580078125,1.4841222763061523,2252.0
Benin,BEN,204.0,Borgou,204004.0,2006.0,DHS,www.measuredhs.com,53.08980178833008,3.944192886352539,1844.0,73.99394226074219,5.845813751220703,1856.0,27.281410217285156,2.652135133743286,1247.0,36.55161666870117,3.7417171001434326,1256.0,67.63801574707031,4.523268699645996,8597.0,25.15260887145996,4.394284725189209,8594.0,28.91604283272822,2.885390362517705,5296.064587973274,82.85038757324219,2.0452260971069336,8597.0,22.312198638916016,3.496574878692627,8583.0,83.9523696899414,2.1028096675872803,8597.0,70.98719787597656,4.228612899780273,1403.0,28.635522842407227,4.757989883422852,1402.0,28.546699909895725,2.7641062824126075,1027.467706013363,79.65966033935547,1.73722505569458,1403.0,22.193782806396484,3.4487385749816895,1401.0,81.20965576171875,1.8364007472991943,1403.0
Benin,BEN,204.0,Collines,204005.0,2006.0,DHS,www.measuredhs.com,70.56578063964844,2.5345301628112793,1296.0,100.8134994506836,4.114306449890137,1304.0,29.46523666381836,2.6147494316101074,1016.0,42.46211242675781,4.205174922943115,1019.0,76.445556640625,3.7760281562805176,6416.0,16.81039047241211,2.2260589599609375,6416.0,28.91604283272822,2.885390362517705,5296.064587973274,75.283203125,1.6930675506591797,6416.0,12.90850830078125,1.7877477407455444,6407.0,75.60830688476562,1.691239356994629,6416.0,78.27971649169922,3.4407007694244385,1356.0,16.79911231994629,2.1696715354919434,1356.0,28.546699909895725,2.7641062824126075,1027.467706013363,71.05421447753906,1.6448084115982056,1356.0,11.730679512023926,1.633158564567566,1355.0,71.5359115600586,1.6556620597839355,1356.0
Benin,BEN,204.0,Donga,204006.0,2006.0,DHS,www.measuredhs.com,64.56971740722656,2.584609031677246,1679.0,96.7344970703125,3.8836257457733154,1689.0,30.352550506591797,2.2728850841522217,1252.0,38.5025749206543,2.9927544593811035,1261.0,66.73055267333984,4.234451770782471,7458.0,26.415420532226562,3.7301084995269775,7447.0,28.91604283272822,2.885390362517705,5296.064587973274,69.69169616699219,2.1591885089874268,7448.0,15.70902156829834,1.9471644163131714,7447.0,69.95038604736328,2.1177148818969727,7460.0,66.44152069091797,4.321176528930664,1281.0,26.174467086791992,3.6800930500030518,1280.0,28.546699909895725,2.7641062824126075,1027.467706013363,62.89979934692383,2.258596420288086,1279.0,12.348013877868652,1.628184199333191,1279.0,63.004005432128906,2.2436025142669678,1282.0
Benin,BEN,204.0,Kouffo,204007.0,2006.0,DHS,www.measuredhs.com,57.39716339111328,3.857666492462158,1277.0,83.7680892944336,5.570594787597656,1284.0,22.049997329711914,3.3720364570617676,789.0,33.84657669067383,4.930439472198486,803.0,41.581111907958984,4.150048732757568,5588.0,22.301868438720703,5.179104804992676,5588.0,28.91604283272822,2.885390362517705,5296.064587973274,85.61476135253906,1.86481511592865,5476.0,16.415616989135742,3.6443827152252197,5554.0,85.9052734375,1.7484840154647827,5588.0,40.13298034667969,4.150095462799072,810.0,21.73731231689453,4.809741973876953,810.0,28.546699909895725,2.7641062824126075,1027.467706013363,81.1407241821289,2.0953283309936523,803.0,13.933089256286621,3.3924317359924316,806.0,81.19950866699219,2.0676538944244385,810.0
Benin,BEN,204.0,Littoral,204008.0,2006.0,DHS,www.measuredhs.com,82.75831604003906,1.6181635856628418,1026.0,109.38729858398438,2.5102131366729736,1037.0,50.34026336669922,1.808617353439331,1164.0,74.2728500366211,2.788989543914795,1173.0,99.21900177001953,0.3052893579006195,7580.0,90.75572967529297,1.9967799186706543,7574.0,28.91604283272822,2.885390362517705,5296.064587973274,86.41264343261719,0.8696519732475281,7568.0,69.38963317871094,1.7259535789489746,7580.0,91.26065063476562,0.7655355334281921,7583.0,99.38390350341797,0.23295792937278748,1915.0,90.70672607421875,1.8703757524490356,1912.0,28.546699909895725,2.7641062824126075,1027.467706013363,83.7446060180664,0.9410650730133057,1913.0,64.24231719970703,1.6240952014923096,1915.0,89.16718292236328,0.9037989974021912,1916.0
Benin,BEN,204.0,Mono,204009.0,2006.0,DHS,www.measuredhs.com,67.92778015136719,3.2494962215423584,1101.0,110.98323822021484,5.319619178771973,1109.0,28.656110763549805,2.8118603229522705,858.0,42.525108337402344,3.889920473098755,866.0,63.146949768066406,5.579924583435059,5509.0,26.56523895263672,3.8903815746307373,5509.0,28.91604283272822,2.885390362517705,5296.064587973274,67.9243392944336,2.4055845737457275,5534.0,15.446354866027832,2.2874603271484375,5516.0,68.51448059082031,2.4644389152526855,5534.0,64.12781524658203,5.502411365509033,1168.0,28.40923309326172,3.9567275047302246,1168.0,28.546699909895725,2.7641062824126075,1027.467706013363,66.6410903930664,2.565000295639038,1173.0,14.215275764465332,2.065645694732666,1170.0,67.1550521850586,2.5998287200927734,1173.0
Benin,BEN,204.0,Oueme,204010.0,2006.0,DHS,www.measuredhs.com,71.36735534667969,1.608720302581787,1708.0,103.97772979736328,2.5824313163757324,1742.0,37.6717414855957,2.0223922729492188,1510.0,54.73167419433594,3.068101406097412,1541.0,69.1888198852539,2.9833080768585205,9792.0,47.87882995605469,3.285046100616455,9789.0,28.91604283272822,2.885390362517705,5296.064587973274,78.97215270996094,1.45953369140625,9795.0,34.287322998046875,2.4334747791290283,9789.0,79.78347778320312,1.4675397872924805,9811.0,68.96172332763672,3.004589080810547,1973.0,48.749385833740234,3.310863733291626,1972.0,28.546699909895725,2.7641062824126075,1027.467706013363,75.80081939697266,1.4743413925170898,1973.0,31.439340591430664,2.273503303527832,1972.0,76.76720428466797,1.4506882429122925,1976.0
Benin,BEN,204.0,Plateau,204011.0,2006.0,DHS,www.measuredhs.com,54.97998046875,3.538444995880127,935.0,83.82377624511719,5.593252182006836,943.0,20.294635772705078,2.0994699001312256,681.0,27.990257263183594,2.968390941619873,685.0,75.12516021728516,5.111459732055664,4728.0,28.472089767456055,3.8339779376983643,4724.0,28.91604283272822,2.885390362517705,5296.064587973274,70.1158218383789,2.072869062423706,4728.0,15.58392333984375,2.1617796421051025,4728.0,70.59329223632812,2.0577304363250732,4728.0,76.9395980834961,4.621591567993164,1046.0,30.485578536987305,3.590517997741699,1045.0,28.546699909895725,2.7641062824126075,1027.467706013363,64.22688293457031,2.14275860786438,1046.0,12.514612197875977,1.7249767780303955,1046.0,64.57274627685547,2.1518237590789795,1046.0
Benin,BEN,204.0,Zou,204012.0,2006.0,DHS,www.measuredhs.com,65.00037384033203,2.2826807498931885,1693.0,95.87933349609375,3.851811170578003,1698.0,24.566059112548828,2.63271164894104,1375.0,35.98765563964844,3.6797866821289062,1382.0,69.89409637451172,3.8603997230529785,8865.0,36.7370491027832,3.647127389907837,8859.0,28.91604283272822,2.885390362517705,5296.064587973274,74.4571304321289,1.8679455518722534,8850.0,18.085731506347656,2.51819109916687,8872.0,75.265869140625,1.806349277496338,8872.0,70.72093200683594,3.5699613094329834,1939.0,36.97977828979492,3.381744623184204,1938.0,28.546699909895725,2.7641062824126075,1027.467706013363,71.17115020751953,2.0789620876312256,1938.0,14.924674987792969,1.9277931451797485,1940.0,71.76182556152344,2.0465288162231445,1940.0
Burkina Faso,BFA,854.0,Boucle du Mouhoun,854001.0,2010.0,DHS,www.measuredhs.com,47.10747146606445,3.082212448120117,1327.0,61.373348236083984,3.9883158206939697,1328.0,14.20879077911377,2.3768279552459717,905.0,19.10603904724121,3.0865561962127686,907.0,65.25872802734375,4.682162761688232,6839.0,23.979894638061523,3.8368287086486816,6843.0,3.4981496334075928,1.2603874206542969,6843.0,74.31587219238281,2.518798828125,6843.0,18.31291961669922,2.786170482635498,6843.0,75.95146179199219,2.5330162048339844,6843.0,65.05984497070312,4.85446310043335,1225.0,23.727094650268555,3.3979883193969727,1226.0,3.9391067028045654,1.3988665342330933,1226.0,69.60225677490234,2.6380317211151123,1226.0,15.4892578125,2.406252145767212,1226.0,71.09406280517578,2.6386241912841797,1226.0
Burkina Faso,BFA,854.0,Cascades,854002.0,2010.0,DHS,www.measuredhs.com,60.823875427246094,3.0668020248413086,1079.0,74.8599853515625,3.535654067993164,1081.0,22.48053741455078,2.3796088695526123,741.0,30.57427978515625,3.047963857650757,744.0,54.442535400390625,5.110485553741455,5392.0,34.23884963989258,4.376180171966553,5392.0,8.873948097229004,2.849566698074341,5373.0,76.70304107666016,3.0096912384033203,5392.0,14.747307777404785,2.764791965484619,5376.0,79.11133575439453,2.8663036823272705,5392.0,56.5721435546875,5.154943466186523,947.0,34.779109954833984,4.466560363769531,947.0,9.435980796813965,2.9250283241271973,943.0,74.88748168945312,2.838501453399658,947.0,14.056446075439453,2.6001951694488525,945.0,77.18962097167969,2.7251405715942383,947.0
Burkina Faso,BFA,854.0,Centre (sans Ougadougou),854003.0,2010.0,DHS,www.measuredhs.com,76.30929565429688,3.3363661766052246,375.0,100.67032623291016,5.375759601593018,376.0,22.014360427856445,4.346547603607178,276.0,25.600736618041992,5.397619247436523,276.0,33.972652435302734,8.982959747314453,1857.0,35.51789474487305,7.803956508636475,1857.0,3.761070966720581,3.3066442012786865,1850.0,74.06977081298828,4.933560848236084,1857.0,10.580160140991211,3.817462921142578,1857.0,75.06356048583984,4.87713098526001,1857.0,35.25707244873047,9.264229774475098,325.0,33.72819900512695,7.166484832763672,325.0,4.791720390319824,4.271470546722412,324.0,70.1439208984375,4.618119716644287,325.0,11.03846549987793,4.628573417663574,325.0,71.04204559326172,4.668493747711182,325.0
