,Date,Location,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed
497,2001-02-21 12:31:19.387938792,Ashleychester,Algeria,13.723151991391015,428.581686110323,0.6186139423888797,22.862542805684303,49.31837063439944,32.7021152645323
500,2001-02-24 01:00:29.162916288,Davenportfort,Sierra Leone,21.13807010801849,374.8376677356556,0.0605691032537787,92.86562163032652,70.81557873845922,10.824712506071805
507,2001-03-01 22:08:31.971197120,North Timothyfort,Uganda,23.03033291370882,350.8543528379219,1.409055730693974,10.079679396410056,39.56194905972029,35.26368362638489
510,2001-03-04 10:37:41.746174616,Heatherside,Malawi,5.7005720174161,424.21251319900864,0.0516669148255005,42.619087857121976,30.81362935652984,46.3082704688227
514,2001-03-07 19:16:34.779477944,Port Rhonda,Kenya,15.808310194403829,365.4242493153784,-1.9695788716381983,43.85696165044134,27.085018361317616,45.443665653233445
520,2001-03-12 20:14:54.329432944,Watsonshire,Sao Tome and Principe,11.853176372144972,416.8314620051462,-0.1159766678621589,93.38323770217514,47.56481117060377,0.4308851109252554
524,2001-03-16 04:53:47.362736272,Ericatown,Central African Republic,14.52125232428044,377.52127882746913,0.8328110178336517,70.35065622190037,37.245920120832125,2.5180813354984286
527,2001-03-18 17:22:57.137713768,Johnnyside,Kenya,28.00137976586691,389.7935727558843,0.1210209467876081,64.01565571960799,86.9501930974804,1.5582436447922954
528,2001-03-19 13:32:40.396039600,Richardbury,Niger,17.094614303135053,352.9179615178594,0.2763077736699236,54.425359628748296,87.5972522938586,3.6261643011626656
532,2001-03-22 22:11:33.429342928,Cathyton,Cameroon,8.944181998764671,372.7267251872221,-0.2897863385320869,31.301148058382168,49.79925058649927,30.587977996483
534,2001-03-24 14:30:59.945994600,Aaronside,Tanzania,17.94364368024118,408.7161855890397,1.0444028345524243,81.27596195121949,50.7657921111905,32.284525688045605
535,2001-03-25 10:40:43.204320432,East Robert,Burkina Faso,15.774167123284524,399.86596919617455,0.9140958799946576,11.76889580998749,31.422584773307427,24.76585980489866
573,2001-04-26 08:50:07.020702064,East Teresaberg,Mali,14.766771524166185,430.5439131638938,1.606379347893011,31.06784766876324,57.20813239710476,30.309038447214608
575,2001-04-28 01:09:33.537353736,Lake Jessica,Nigeria,5.987656252733061,381.30993597445394,0.1737335937482949,91.25876606437468,47.71976491276529,46.08739605239741
576,2001-04-28 21:19:16.795679568,Lake Tammychester,Madagascar,18.92991765877529,430.1690939999606,-0.3631024985521993,33.42835350648712,44.19391279408528,40.98287507889412
588,2001-05-08 23:15:55.895589552,North Miguel,Eritrea,9.061388295291325,352.14704939596106,0.3069345524190306,88.71288724582861,29.0711164472046,39.19543927581596
591,2001-05-11 11:45:05.670567056,Mercadostad,Morocco,22.076904484090143,363.8906413130302,-0.233513698388468,13.892600062402172,97.6580898430734,1.348846988932184
599,2001-05-18 05:02:51.737173712,North Davidfort,Seychelles,14.172337217834286,462.8241038670825,-0.8230159098647137,30.320932468108865,18.710958324625427,14.751596981155096
600,2001-05-19 01:12:34.995499544,Angeltown,Zambia,15.902463237373318,352.5058609352808,-0.357976986633114,97.57984224665634,38.8972110284528,24.747598797368305
608,2001-05-25 18:30:21.062106208,Marshallshire,Malawi,14.024709271419493,398.7214295930473,-1.0871617543093015,75.54620692383892,59.86371787692345,2.5196757335097963
618,2001-06-03 04:07:33.645364536,Wilsonbury,Central African Republic,2.862981730600989,381.673381843109,-0.8985174007895462,43.181379063547865,96.18986028068196,26.00483543221939
620,2001-06-04 20:27:00.162016200,North Jodimouth,Sao Tome and Principe,7.124005839497515,363.4876864529567,-0.7540062176808243,26.240189436294106,20.02077398465569,18.30341070089659
624,2001-06-08 05:05:53.195319528,Stevenburgh,South Africa,12.778918239094736,360.5705076473357,2.2915371670980256,78.56843670179413,54.779141053770616,39.56823945260204
634,2001-06-16 14:43:05.778577856,South William,Uganda,15.28993580772364,259.81952832754035,-0.5695990301804505,39.347101720750935,76.72613790154267,34.95442140554618
646,2001-06-26 16:39:44.878487848,Armstrongport,Mauritania,19.877553316307623,321.78233122085817,0.1185625311776758,40.00638165663438,39.69690463752017,2.5351264239184825
649,2001-06-29 05:08:54.653465344,Codymouth,Kenya,13.119808890022348,575.6537097723722,0.2837353290720404,67.11406507510829,66.96088566342075,13.99829572541274
657,2001-07-05 22:26:40.720072000,North Teresa,Madagascar,18.28212467515321,381.1744556210488,0.7626674628534849,97.38206894212809,5.400796961166076,11.438565570243044
659,2001-07-07 14:46:07.236723672,Ericastad,Uganda,15.085436317896171,496.2445190539251,-1.6962414807886446,29.433931335114472,56.6217883519101,0.968535627259598
662,2001-07-10 03:15:17.011701168,Herringchester,Sao Tome and Principe,15.109713419375742,484.4093213623647,-0.0923223568455098,89.32425638937738,50.47286032238149,12.998714934741455
673,2001-07-19 09:02:12.853285328,South Megantown,Zimbabwe,21.45926558666972,381.188583495094,-1.5137607153093016,98.77884180842656,92.2493545879729,27.239790620154004
686,2001-07-30 07:08:35.211521152,Gomezfort,Senegal,5.988928480217716,460.47483845081774,0.4791850809167206,73.76412348624463,22.91191583856913,30.725206163541724
693,2001-08-05 04:16:38.019801976,North Nathan,Lesotho,11.59200612729349,403.75293348065645,0.8470236773362729,50.075434503194,52.98533493280759,17.236673063533104
699,2001-08-10 05:14:57.569756976,Clarkmouth,Comoros,12.21668474392185,383.8027480079143,-0.7415817532445922,8.893757522428825,70.4280653009014,25.914875788942837
705,2001-08-15 06:13:17.119711968,Lake Wendy,Lesotho,16.04180741756873,350.0430964084247,0.8915522678594244,14.233285655968231,9.582272421792592,42.94359719032364
712,2001-08-21 03:21:19.927992792,Paulstad,Cote d'Ivoire,14.920907340160149,428.63463669103146,0.1760824021000634,75.63201005386374,94.21402554978656,25.86757119497572
717,2001-08-25 08:09:56.219621960,East Stephanie,Angola,17.822282971769297,386.60457792117086,-0.4149525192951553,85.17139639875408,15.177568395055808,21.058545834777032
722,2001-08-29 12:58:32.511251120,Jeffreyview,Lesotho,16.06939665111238,402.20566007616594,-0.848672357038422,6.622532116383417,42.58180531485013,1.2338729394123782
728,2001-09-03 13:56:52.061206120,West Jessicamouth,Eritrea,11.585863693443237,432.80722147455486,1.1247847194451888,70.46101114942627,24.25320734842393,0.7271745350525993
730,2001-09-05 06:16:18.577857784,Hudsonstad,Angola,17.243685406621363,340.6969689424648,-0.6066173578383955,48.811794048441136,68.25536513340046,40.62008878986362
738,2001-09-11 23:34:04.644464440,Sarafurt,South Africa,15.770151677634027,398.5660440424222,-1.1773389149550215,34.19216431297593,11.869819059506217,35.27021695774345
739,2001-09-12 19:43:47.902790272,Patrickhaven,Mauritius,18.279136818100223,368.263444619365,-0.1414146284987198,14.141372635440108,28.257541883849324,49.3910252972774
743,2001-09-16 04:22:40.936093608,Longfort,Sao Tome and Principe,1.4989156404967918,413.5721270581188,-1.480839966058106,18.28855294681585,78.84075641224477,44.12467664065852
746,2001-09-18 16:51:50.711071104,North Jeffrey,South Africa,20.119819056935743,351.51570951117986,-0.6193162286644652,97.91543996739853,61.67473275846027,15.802413845426017
759,2001-09-29 14:58:13.069306928,Kevinhaven,Namibia,19.17158415014333,377.2934764597561,-1.7855251150769742,4.659754242703695,19.91008135382929,46.73627069744409
762,2001-10-02 03:27:22.844284424,Port Adamview,Niger,13.186792270015284,416.5814453200351,0.4223281899158571,78.0396170621058,3.576239390277769,30.43179714395744
763,2001-10-02 23:37:06.102610256,North Peterberg,Botswana,17.628478674449326,478.1368613998575,0.1569728068522649,62.18830277741303,51.23101525375176,23.830258323231316
766,2001-10-05 12:06:15.877587752,Port Jessicaview,Kenya,13.97714724456204,489.4057586097461,0.0492234877356093,85.17204663556872,3.318979472241168,31.240877365624023
769,2001-10-08 00:35:25.652565256,West Courtneyside,Nigeria,19.647862097188707,362.04850539752925,1.936810485207032,56.37512838036044,12.295756445491602,23.20672435214511
785,2001-10-21 11:10:57.785778576,Jameschester,Botswana,16.24338221449409,399.3027975632067,-0.5488838499106812,10.738749582302544,56.26423919224004,46.00136479962264
786,2001-10-22 07:20:41.044104408,Torreshaven,Ghana,13.891630623660468,402.97083741661527,1.265177357970734,62.1317930221504,91.5047331908412,36.04965620440319
793,2001-10-28 04:28:43.852385232,East Mark,Central African Republic,11.742580497757846,416.32877622754455,0.7635228855596222,16.86200279319745,60.089279341374194,37.21661617024669
794,2001-10-29 00:38:27.110711064,Port Travisside,Sao Tome and Principe,11.323636393361523,401.5740817690943,0.3552071121588269,43.10151365460765,84.71844305975115,38.05890253907342
802,2001-11-04 17:56:13.177317728,West Pamelachester,Guinea,9.739457863662578,305.32393379026075,-0.1107366816376751,43.39805755142328,29.47194545637296,9.766473901265188
807,2001-11-08 22:44:49.468946888,Davidview,Sao Tome and Principe,18.82306821537818,369.3313866257884,-0.4357761831506317,47.994915836432654,7.384974652533205,46.15401070252466
809,2001-11-10 15:04:15.985598552,Carlamouth,Ghana,13.058771145780216,316.89582580609715,-0.4655890810048344,67.09733563262851,16.4708174454407,4.2633635971167925
813,2001-11-13 23:43:09.018901888,Roblesport,Guinea,19.25674004835176,326.09336147878224,-0.1469329310344553,24.90896646465637,30.67320057334879,12.299969338035366
821,2001-11-20 17:00:55.085508544,Allenchester,Zimbabwe,14.195316156923626,348.2382003592897,-1.6723646055336712,20.831411024592818,20.037455202828447,0.8536341946476456
822,2001-11-21 13:10:38.343834376,New Kathrynborough,Burkina Faso,24.78715857200475,383.0566533021472,-0.7579936634819058,86.70134848994513,28.258128374086063,43.61549486981647
825,2001-11-24 01:39:48.118811880,Lake Jacob,Senegal,22.256490020412173,415.9892596668624,-1.1733376172466212,42.65489611914889,41.48059389870365,3.066685011751008
840,2001-12-06 16:05:36.993699368,West Rickyfurt,Lesotho,11.647622329470348,377.9801511727418,-1.9185268639916304,64.75362944286437,32.70700150236586,11.6387370903963
845,2001-12-10 20:54:13.285328528,Lake William,Sao Tome and Principe,23.28470220753608,350.54265197721463,1.4756628483350536,55.889164747205335,7.760339475801081,32.4241975823594
850,2001-12-15 01:42:49.576957688,Aguilarfort,Mauritius,24.33691372355547,333.84751689239204,0.4445583553019186,0.7534959101475169,96.68801574568154,38.50794213245027
853,2001-12-17 14:11:59.351935192,Nixonville,Lesotho,12.869227578204328,394.2600804655435,0.1949519922750105,16.465804008214356,66.63830621331715,10.672238589788662
856,2001-12-20 02:41:09.126912688,Nguyenfurt,Central African Republic,11.012017236917336,308.2786046311785,-0.1874228202590558,83.36848520099183,69.59842253412172,13.985077067231405
860,2001-12-23 11:20:02.160216016,East Daniel,Djibouti,17.636954652412943,300.9722625882642,0.82050338163917,14.62713588499167,11.132678337674164,16.399770067754964
863,2001-12-25 23:49:11.935193512,New Lacey,Cameroon,20.33921331346084,352.2317449031421,-0.0862680220005451,85.67648791592143,13.96815485979034,30.17860909330361
864,2001-12-26 19:58:55.193519344,North Nicholasfort,Seychelles,9.82605036236068,348.6323835268133,2.6238002761830126,56.972913792514966,31.38533601782173,8.435242134182863
867,2001-12-29 08:28:04.968496848,Christineborough,Angola,7.72533969620148,442.83742798643925,1.094835860360077,77.83322502853463,67.97314604217874,24.25692871648975
873,2002-01-03 09:26:24.518451840,Matthewland,Cameroon,16.399303044894072,375.9360445573667,-0.3730022464289293,52.42944910922647,13.130318226299863,25.53840055056894
874,2002-01-04 05:36:07.776777672,Transtad,Mauritius,21.79438359896281,392.2128445969578,-0.1597506452880545,83.0308430842354,64.59250312873844,5.568381945107586
878,2002-01-07 14:15:00.810081000,East Pamela,Tunisia,11.907500780547643,444.4626297229022,-0.7919214488364061,75.84580066198723,42.7801231077052,12.639039553762032
896,2002-01-22 17:09:59.459945992,Caseview,Kenya,21.600451786939143,425.1367516954579,0.0557230320563819,9.41525098945448,93.4615172788426,38.800325277813336
900,2002-01-26 01:48:52.493249320,Port Susanshire,Lesotho,11.472291937185116,427.27748878616615,1.111482528045339,81.21734196615894,39.72101385428687,37.3347376824403
902,2002-01-27 18:08:19.009900984,Tanyamouth,Tunisia,11.036803792725824,433.4946989073601,0.030539641735672,93.8845299413434,93.28139088974828,2.303115473031964
909,2002-02-02 15:16:21.818181816,North Nathanielfurt,Guinea-Bissau,19.17603852252838,321.9662054603434,0.3303884017577503,12.092329083202136,84.87848755206336,8.575716413686418
912,2002-02-05 03:45:31.593159312,Thorntonchester,Burundi,19.939953753038083,356.2776683217149,0.6135851220211554,86.99477781544907,65.81694458894042,5.417289694934785
913,2002-02-05 23:55:14.851485144,Welchtown,Comoros,14.13456674630745,437.4500763839216,-1.0988952747152003,47.62290731497764,52.04910157170543,36.43705137529321
914,2002-02-06 20:04:58.109810976,Rogerstown,Morocco,15.751330947549258,386.72886914656834,-1.932676722183888,48.25776514005362,77.07191406514292,37.22331284958624
915,2002-02-07 16:14:41.368136808,Lake Robertofort,Mali,4.646762308430185,470.6817601062392,0.4242944175621857,45.29062481810359,89.34552204968966,35.12042151054437
918,2002-02-10 04:43:51.143114304,Port Whitneyborough,Cote d'Ivoire,9.25739350018319,398.4577167439141,1.042291241983196,7.660073794804889,27.67025177124216,8.820702880778086
919,2002-02-11 00:53:34.401440136,Lake Carlos,Namibia,15.032926915635024,404.2091561950082,-0.3891943617923293,11.343085978117395,71.55549426116156,28.62787358285475
923,2002-02-14 09:32:27.434743472,Richardsonfurt,Seychelles,14.004887220048486,393.76136504521503,0.5137238046610779,16.25452981615395,62.63826928106454,41.12407026936161
